,Name,Date,Rate,Votes,Genre,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Short,Sport,Thriller,War,Western,Duration,Type,Certificate,Nudity,Violence,Profanity,Alcohol,Frightening
381,Live by Night,2016,6.4,55020,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,Film,R,Mild,Severe,Severe,Moderate,Moderate
446,Baby Driver,2017,7.6,480085,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,Film,R,None,Moderate,Severe,Mild,Moderate
540,Kill Bill: Vol. 1,2003,8.1,1049398,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,Film,R,Mild,Severe,Severe,Mild,Moderate
552,Nightmare Alley,2021,NA,NA,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,Film,R,No Rate,No Rate,No Rate,No Rate,No Rate
555,Layer Cake,2004,7.3,173698,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,Film,R,Moderate,Severe,Severe,Severe,Moderate
607,Ang-ma-reul bo-at-da,2010,7.8,120357,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,Film,Not Rated,Severe,Severe,Severe,Mild,Severe
653,The Accountant,2016,7.3,278278,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,Film,R,None,Severe,Moderate,Mild,Moderate
803,Southpaw,2015,7.4,226759,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,Film,R,Mild,Moderate,Severe,Mild,Moderate
859,Beckett,2021,5.6,21794,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,Film,TV-MA,Mild,Moderate,Moderate,Mild,Mild
863,Natural Born Killers,1994,7.3,225207,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,Film,R,Moderate,Severe,Severe,Moderate,Severe
876,Ghost in the Shell,2017,6.3,206127,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,Film,PG-13,Mild,Moderate,Mild,Mild,Mild
955,Chaos,2005,6.5,53516,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,Film,R,Mild,Severe,Severe,Mild,Moderate
1170,El Camino: A Breaking Bad Movie,2019,7.3,206794,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,Film,TV-MA,None,Moderate,Moderate,Moderate,Moderate
1291,The Informer,2019,6.6,30857,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,Film,R,None,Severe,Severe,Moderate,Moderate
1320,The French Connection,1971,7.7,116159,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,Film,R,Mild,Moderate,Moderate,Moderate,Moderate
1365,End of Watch,2012,7.6,236353,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,Film,R,Mild,Severe,Severe,Moderate,Severe
1374,Harry Brown,2009,7.2,86055,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,Film,R,Moderate,Severe,Severe,Severe,Severe
1428,Ava,2020,5.4,49118,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,Film,R,Mild,Moderate,Moderate,Mild,Mild
1472,Hell or High Water,2016,7.6,215057,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,Film,R,Mild,Moderate,Moderate,Mild,Moderate
1509,Polar,2019,6.3,82395,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,Film,TV-MA,Severe,Severe,Severe,Severe,Moderate
1562,Silverado,1985,7.2,41327,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,Film,PG-13,None,Moderate,Mild,Mild,Mild
1591,Chappie,2015,6.8,240135,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,Film,R,Mild,Severe,Severe,Moderate,Moderate
1607,Ambulance,2022,NA,NA,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Film,None,No Rate,No Rate,No Rate,No Rate,No Rate
1608,Near Dark,1987,7,36449,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,Film,R,None,Moderate,Moderate,Mild,Moderate
1609,Death Note,2017,4.4,80935,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,Film,TV-MA,Mild,Severe,Severe,Mild,Severe
1624,Gangster Squad,2013,6.7,210541,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,Film,R,Mild,Severe,Severe,Moderate,Moderate
1628,Honest Thief,2020,6,43570,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,Film,PG-13,None,Moderate,Mild,Mild,Mild
1630,The Kitchen,2019,5.5,18911,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,Film,R,Mild,Severe,Severe,Mild,Moderate
1639,The Fugitive,1993,7.8,279990,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,Film,PG-13,Mild,Moderate,Moderate,Mild,Moderate
1701,Falling Down,1993,7.6,180611,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,Film,R,Mild,Moderate,Severe,Mild,Severe
1741,Miami Vice,2006,6,113818,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,Film,R,Moderate,Severe,Moderate,Moderate,Moderate
1743,Law Abiding Citizen,2009,7.4,283020,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,Film,R,Mild,Severe,Severe,Mild,Severe
1774,Den of Thieves,2018,7,101546,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,Film,R,Mild,Moderate,Severe,Moderate,Moderate
1833,Sinsegye,2013,7.6,22052,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,Film,Not Rated,Mild,Severe,Severe,Moderate,Severe
1890,A Most Violent Year,2014,7,69475,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,Film,R,None,Moderate,Moderate,Mild,Moderate
2037,The Punisher,2004,6.4,154898,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,Film,R,Moderate,Severe,Moderate,Mild,Moderate
2053,The Girl in the Spider's Web,2018,6.1,44767,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,Film,R,Mild,Severe,Moderate,Mild,Mild
2152,In the Line of Fire,1993,7.2,98590,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,Film,R,Mild,Moderate,Moderate,Mild,Moderate
2194,Streets of Fire,1984,6.7,20167,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,Film,PG,Mild,Moderate,Mild,Mild,Mild
2257,Peppermint,2018,6.5,61430,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,Film,R,None,Severe,Moderate,Moderate,Severe
2265,Savages,2012,6.5,127478,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,Film,R,Moderate,Severe,Severe,Severe,Moderate
2303,The Tax Collector,2020,4.8,11784,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,Film,Not Rated,Moderate,Severe,Severe,Mild,Severe
2316,3:10 to Yuma,2007,7.7,298596,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,Film,R,Mild,Severe,Moderate,Mild,Moderate
2513,Eastern Promises,2007,7.6,235060,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Film,R,Severe,Severe,Severe,Moderate,Moderate
2519,Clear and Present Danger,1994,6.9,95189,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,Film,PG-13,Mild,Moderate,Mild,Mild,Moderate
2537,Code 8,2019,6.1,37309,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,Film,Not Rated,Mild,Moderate,Severe,Moderate,Moderate
2694,Fallen,1998,7,79162,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,Film,R,Mild,Moderate,Moderate,Mild,Moderate
2854,Lord of War,2005,7.6,303622,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,Film,R,Moderate,Severe,Severe,Severe,Moderate
3042,The Net,1995,5.9,63902,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,Film,PG-13,Mild,Mild,Moderate,Mild,Moderate
3089,Out of the Furnace,2013,6.8,111654,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,Film,R,None,Severe,Severe,Severe,Severe
3133,Becky,2020,5.9,14816,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,Film,R,None,Severe,Moderate,None,Moderate
3135,Destroyer,2018,6.2,27709,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,Film,R,Moderate,Moderate,Severe,Moderate,Moderate
3149,Mou gaan dou,2002,8,121532,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,Film,R,None,Moderate,Mild,Moderate,Moderate
3199,Dragged Across Concrete,2018,6.9,42145,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,Film,R,Moderate,Severe,Moderate,Mild,Severe
3201,The Long Kiss Goodnight,1996,6.8,76733,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,Film,R,Mild,Severe,Severe,Mild,Moderate
3219,Revolver,2005,6.4,92713,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,Film,R,Moderate,Severe,Severe,Moderate,Moderate
3247,Braqueurs,2015,6.3,4889,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,Film,TV-MA,Moderate,Moderate,Moderate,Mild,Mild
3272,Ajeossi,2010,7.8,66462,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,Film,R,Mild,Severe,Severe,Moderate,Moderate
3314,The Jackal,1997,6.4,112644,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,Film,R,Mild,Severe,Severe,Mild,Moderate
3343,Akinjeon,2019,6.9,10643,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,Film,Not Rated,None,Severe,Severe,Moderate,Moderate
3410,Vantage Point,2008,6.6,147829,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,Film,PG-13,None,Moderate,Mild,Mild,Moderate
3458,A Walk Among the Tombstones,2014,6.5,116851,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,Film,R,Moderate,Severe,Severe,Moderate,Severe
3516,Strange Days,1995,7.2,69623,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,Film,R,Severe,Severe,Severe,Moderate,Severe
3520,Ratsasan,2018,8.4,35222,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,Film,Not Rated,Mild,Severe,Mild,Mild,Severe
3530,Max Payne,2008,5.3,124325,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Film,PG-13,Mild,Severe,Moderate,Mild,Mild
3531,The Creed of Violence,2008,NA,NA,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Film,None,No Rate,No Rate,No Rate,No Rate,No Rate
3561,Brawl in Cell Block 99,2017,7.2,62894,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,Film,Not Rated,Mild,Severe,Moderate,Mild,Severe
3566,Dalkomhan insaeng,2005,7.5,38677,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,Film,Not Rated,None,Severe,Severe,Mild,Moderate
3714,Lord of War,2005,7.6,303622,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,Film,R,Moderate,Severe,Severe,Severe,Moderate
3902,The Net,1995,5.9,63902,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,Film,PG-13,Mild,Mild,Moderate,Mild,Moderate
3949,Out of the Furnace,2013,6.8,111654,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,Film,R,None,Severe,Severe,Severe,Severe
3993,Becky,2020,5.9,14816,"Action, Crime, Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,Film,R,None,Severe,Moderate,None,Moderate
